,agic_sortid,taxable_year,agic,county,all_returns,all_joint_returns,all_taxable_returns,dependents_on_returns,adjusted_gross_income,tax_assessed
5496,25,2014,"500,000 to 999,999",Nevada,198,156,197,139,131883000,10782000
5497,15,2003,"50,000 to 59,999",Nevada,2753,1884,2523,1893,150916000,2694000
5498,25,2015,"500,000 to 999,999",Nevada,236,189,236,176,157316000,12916000
5499,26,2005,"1,000,000 and over",Nevada,73,62,73,48,140986000,12670000
5500,12,2004,"30,000 to 34,999",Nevada,2225,966,1451,1001,72127000,736000
5501,24,2009,"400,000 to 499,999",Nevada,82,72,82,85,36275000,2672000
5502,10,2009,"24,000 to 26,999",Nevada,1530,546,813,696,39027000,237000
5503,18,2008,"80,000 to 89,999",Nevada,1553,1204,1496,1038,131775000,3150000
5504,13,2011,"35,000 to 39,999",Nevada,1918,868,1190,957,71752000,651000
5505,10,2007,"24,000 to 26,999",Nevada,1525,428,859,642,38871000,254000
5506,18,2011,"80,000 to 89,999",Nevada,1443,1072,1418,909,122468000,3162000
5507,9,2011,"21,000 to 23,999",Nevada,1575,485,752,705,35442000,130000
5508,13,2003,"35,000 to 39,999",Nevada,2177,1096,1607,1139,81445000,990000
5509,2,2003,"1 to 2,999",Nevada,1617,203,140,191,2394000,3000
5510,19,2006,"90,000 to 99,999",Nevada,1228,1013,1203,985,116391000,3421000
5511,10,2015,"24,000 to 26,999",Nevada,1427,408,706,598,36348000,162000
5512,8,2011,"18,000 to 20,999",Nevada,1658,419,792,625,32327000,79000
5513,7,2016,"15,000 to 17,999",Nevada,1744,331,582,542,28749000,38000
5514,26,2007,"1,000,000 and over",Nevada,93,77,93,61,219623000,18764000
5515,23,2015,"300,000 to 399,999",Nevada,378,327,373,292,129114000,8643000
5516,17,2016,"70,000 to 79,999",Nevada,1884,1191,1820,962,141186000,3130000
5517,6,2015,"12,000 to 14,999",Nevada,1782,313,342,555,24031000,30000
5518,26,2010,"1,000,000 and over",Nevada,48,40,48,41,108865000,9287000
5519,25,2006,"500,000 to 999,999",Nevada,184,144,182,115,120027000,9199000
5520,6,2004,"12,000 to 14,999",Nevada,1869,390,662,532,25248000,39000
5521,3,2006,"3,000 to 5,999",Nevada,1669,160,548,214,7582000,13000
5522,26,2015,"1,000,000 and over",Nevada,98,79,98,67,301622000,33018000
5523,22,2007,"200,000 to 299,999",Nevada,835,703,832,675,200791000,11902000
5524,21,2013,"150,000 to 199,999",Nevada,1428,1207,1422,1074,244336000,12236000
5525,1,2014,Zero and Deficit,Nevada,1131,453,15,223,-90038000,5000
5526,2,2014,"1 to 2,999",Nevada,1566,236,72,157,2050000,2000
5527,4,2007,"6,000 to 8,999",Nevada,1784,231,393,325,13411000,21000
5528,20,2004,"100,000 to 149,999",Nevada,2680,2301,2670,2350,319137000,13440000
5529,12,2009,"30,000 to 34,999",Nevada,2118,867,1503,941,68666000,633000
5530,13,2012,"35,000 to 39,999",Nevada,1979,868,1195,972,74052000,663000
5531,26,2009,"1,000,000 and over",Nevada,48,36,48,38,117522000,10683000
5532,14,2005,"40,000 to 49,999",Nevada,3597,1922,2879,2021,161024000,2251000
5533,7,2003,"15,000 to 17,999",Nevada,1913,496,946,618,31585000,86000
5534,4,2006,"6,000 to 8,999",Nevada,1714,217,390,350,12870000,20000
5535,23,2007,"300,000 to 399,999",Nevada,294,252,292,213,101172000,6862000
5536,19,2007,"90,000 to 99,999",Nevada,1335,1081,1306,953,126676000,3636000
5537,15,2007,"50,000 to 59,999",Nevada,2855,1731,2419,1578,156583000,2480000
5538,9,2012,"21,000 to 23,999",Nevada,1553,460,737,668,34931000,114000
5539,15,2010,"50,000 to 59,999",Nevada,2590,1549,2453,1387,142014000,2625000
5540,6,2008,"12,000 to 14,999",Nevada,1778,366,432,577,23881000,22000
5541,1,2007,Zero and Deficit,Nevada,974,404,44,356,-38075000,22000
5542,2,2005,"1 to 2,999",Nevada,1526,189,180,168,2247000,4000
5543,22,2005,"200,000 to 299,999",Nevada,676,580,675,540,161869000,10214000
5544,16,2013,"60,000 to 69,999",Nevada,2093,1357,1913,1152,135678000,2496000
5545,6,2009,"12,000 to 14,999",Nevada,1883,417,638,656,25378000,37000
5546,10,2014,"24,000 to 26,999",Nevada,1480,406,775,628,37718000,179000
5547,1,2004,Zero and Deficit,Nevada,860,323,17,282,-20064000,5000
5548,6,2005,"12,000 to 14,999",Nevada,1759,326,646,509,23750000,41000
5549,12,2012,"30,000 to 34,999",Nevada,2145,794,1178,1063,69630000,521000
5550,22,2010,"200,000 to 299,999",Nevada,664,584,661,566,158521000,9733000
5551,17,2013,"70,000 to 79,999",Nevada,1849,1283,1778,1043,138216000,3052000
5552,1,2013,Zero and Deficit,Nevada,1206,491,16,261,-91006000,3000
5553,11,2008,"27,000 to 29,999",Nevada,1439,504,762,619,41038000,260000
5554,11,2006,"27,000 to 29,999",Nevada,1498,487,841,663,42721000,330000
5555,22,2016,"200,000 to 299,999",Nevada,1177,985,1176,830,283080000,17098000
5556,24,2006,"400,000 to 499,999",Nevada,137,123,137,123,61054000,4334000
5557,2,2008,"1 to 2,999",Nevada,1699,212,153,193,2401000,3000
5558,20,2003,"100,000 to 149,999",Nevada,2386,2078,2365,2169,285359000,11991000
5559,9,2005,"21,000 to 23,999",Nevada,1597,492,848,630,35987000,198000
5560,21,2010,"150,000 to 199,999",Nevada,1119,965,1111,951,191523000,10017000
5561,4,2013,"6,000 to 8,999",Nevada,1648,224,256,364,12397000,14000
5562,9,2013,"21,000 to 23,999",Nevada,1647,459,784,702,36976000,114000
5563,21,2007,"150,000 to 199,999",Nevada,1278,1111,1265,1030,218142000,10787000
5564,8,2004,"18,000 to 20,999",Nevada,1735,467,898,653,33753000,143000
5565,2,2011,"1 to 2,999",Nevada,1732,250,80,205,2229000,3000
5566,26,2014,"1,000,000 and over",Nevada,79,65,78,58,221402000,23738000
5567,24,2011,"400,000 to 499,999",Nevada,93,76,91,74,41433000,2855000
5568,24,2014,"400,000 to 499,999",Nevada,151,128,149,104,67365000,4903000
5569,3,2013,"3,000 to 5,999",Nevada,1502,183,267,216,6698000,7000
5570,21,2011,"150,000 to 199,999",Nevada,1173,1016,1165,924,201009000,9828000
5571,7,2004,"15,000 to 17,999",Nevada,1806,467,902,546,29755000,80000
5572,19,2010,"90,000 to 99,999",Nevada,1174,927,1164,808,111363000,3580000
5573,18,2010,"80,000 to 89,999",Nevada,1447,1108,1424,973,122920000,3485000
5574,19,2003,"90,000 to 99,999",Nevada,1051,901,1042,929,99679000,3265000
5575,18,2009,"80,000 to 89,999",Nevada,1398,1073,1380,931,118582000,3337000
5576,14,2012,"40,000 to 49,999",Nevada,3126,1502,2277,1542,139978000,1671000
5577,13,2006,"35,000 to 39,999",Nevada,1990,880,1373,904,74551000,829000
5578,11,2004,"27,000 to 29,999",Nevada,1463,577,851,632,41680000,342000
5579,6,2011,"12,000 to 14,999",Nevada,1817,346,387,659,24495000,19000
5580,26,2003,"1,000,000 and over",Nevada,33,28,33,34,89110000,6835000
5581,22,2004,"200,000 to 299,999",Nevada,555,478,550,434,133839000,8450000
5582,3,2015,"3,000 to 5,999",Nevada,1606,170,308,244,7284000,8000
5583,15,2013,"50,000 to 59,999",Nevada,2669,1521,2267,1334,146180000,2252000
5584,21,2016,"150,000 to 199,999",Nevada,1831,1544,1824,1332,313829000,15587000
5585,10,2004,"24,000 to 26,999",Nevada,1568,536,853,664,39900000,281000
5586,11,2003,"27,000 to 29,999",Nevada,1543,629,935,688,43989000,379000
5587,16,2011,"60,000 to 69,999",Nevada,2087,1374,1896,1235,135341000,2485000
5588,19,2016,"90,000 to 99,999",Nevada,1377,1003,1362,823,130447000,3751000
5589,18,2006,"80,000 to 89,999",Nevada,1592,1281,1559,1169,134901000,3543000
5590,14,2009,"40,000 to 49,999",Nevada,3221,1731,2851,1705,144353000,2029000
5591,17,2008,"70,000 to 79,999",Nevada,1973,1459,1868,1252,147690000,3070000
5592,23,2004,"300,000 to 399,999",Nevada,239,203,238,205,82576000,5875000
5593,9,2007,"21,000 to 23,999",Nevada,1619,435,848,669,36412000,174000
5594,5,2009,"9,000 to 11,999",Nevada,1788,364,254,512,18768000,15000
5595,20,2010,"100,000 to 149,999",Nevada,3232,2724,3214,2470,389893000,15730000
5596,1,2015,Zero and Deficit,Nevada,1180,443,,201,-82670000,2000
5597,16,2007,"60,000 to 69,999",Nevada,2352,1571,2150,1432,152719000,2931000
5598,17,2004,"70,000 to 79,999",Nevada,1848,1475,1802,1484,138238000,3426000
5599,24,2015,"400,000 to 499,999",Nevada,160,140,158,123,71302000,5181000
5600,17,2007,"70,000 to 79,999",Nevada,1940,1414,1822,1311,145271000,3207000
5601,23,2003,"300,000 to 399,999",Nevada,160,137,158,146,55221000,3913000
5602,2,2013,"1 to 2,999",Nevada,1601,238,89,194,2149000,2000
5603,2,2004,"1 to 2,999",Nevada,1662,187,122,175,2459000,1000
5604,3,2009,"3,000 to 5,999",Nevada,1811,262,352,358,8189000,8000
5605,4,2008,"6,000 to 8,999",Nevada,1709,231,303,450,12873000,11000
5606,15,2016,"50,000 to 59,999",Nevada,2710,1353,2261,1318,148495000,2328000
5607,20,2006,"100,000 to 149,999",Nevada,3336,2862,3318,2632,400899000,15385000
5608,16,2004,"60,000 to 69,999",Nevada,2283,1686,2188,1677,147966000,3150000
5609,20,2012,"100,000 to 149,999",Nevada,3451,2839,3427,2560,417166000,15691000
5610,11,2011,"27,000 to 29,999",Nevada,1368,534,673,683,38970000,222000
5611,15,2005,"50,000 to 59,999",Nevada,2843,1810,2538,1766,155829000,2690000
5612,3,2007,"3,000 to 5,999",Nevada,1871,184,557,289,8416000,13000
5613,20,2016,"100,000 to 149,999",Nevada,4245,3385,4233,2907,515902000,19278000
5614,23,2006,"300,000 to 399,999",Nevada,266,226,265,234,90564000,6261000
5615,12,2003,"30,000 to 34,999",Nevada,2292,1012,1503,1118,74370000,771000
5616,11,2005,"27,000 to 29,999",Nevada,1484,554,841,631,42251000,342000
5617,6,2006,"12,000 to 14,999",Nevada,1687,286,555,499,22790000,33000
5618,19,2009,"90,000 to 99,999",Nevada,1155,929,1142,838,109583000,3347000
5619,12,2015,"30,000 to 34,999",Nevada,2267,735,1314,982,73469000,547000
5620,16,2014,"60,000 to 69,999",Nevada,2135,1306,1961,1177,138505000,2622000
5621,23,2012,"300,000 to 399,999",Nevada,217,195,215,199,74256000,4848000
5622,8,2009,"18,000 to 20,999",Nevada,1584,464,774,636,30823000,103000
5623,22,2012,"200,000 to 299,999",Nevada,826,721,820,675,198113000,11695000
5624,23,2011,"300,000 to 399,999",Nevada,233,201,231,184,80108000,5376000
5625,3,2005,"3,000 to 5,999",Nevada,1620,174,497,224,7361000,10000
5626,14,2015,"40,000 to 49,999",Nevada,3365,1490,2421,1562,150581000,1843000
5627,22,2011,"200,000 to 299,999",Nevada,726,621,721,629,172665000,10022000
5628,14,2013,"40,000 to 49,999",Nevada,3173,1475,2299,1601,142009000,1730000
5629,3,2003,"3,000 to 5,999",Nevada,1799,193,592,249,8149000,14000
5630,17,2010,"70,000 to 79,999",Nevada,1698,1249,1670,1056,126806000,3109000
5631,3,2012,"3,000 to 5,999",Nevada,1587,204,316,235,7177000,10000
5632,2,2012,"1 to 2,999",Nevada,1649,228,66,217,2086000,2000
5633,11,2012,"27,000 to 29,999",Nevada,1427,532,688,661,40587000,224000
5634,4,2014,"6,000 to 8,999",Nevada,1635,199,300,321,12249000,18000
5635,15,2006,"50,000 to 59,999",Nevada,2939,1818,2516,1730,161052000,2601000
5636,13,2004,"35,000 to 39,999",Nevada,2067,958,1503,1032,77535000,927000
5637,24,2003,"400,000 to 499,999",Nevada,75,67,74,66,33479000,2630000
5638,25,2010,"500,000 to 999,999",Nevada,132,99,131,92,87430000,6872000
5639,10,2013,"24,000 to 26,999",Nevada,1517,479,773,589,38715000,184000
5640,10,2016,"24,000 to 26,999",Nevada,1604,406,841,603,40868000,179000
5641,4,2003,"6,000 to 8,999",Nevada,1856,267,326,403,13900000,15000
5642,4,2010,"6,000 to 8,999",Nevada,1789,258,276,389,13418000,16000
5643,7,2010,"15,000 to 17,999",Nevada,1741,420,818,689,28707000,71000
5644,24,2013,"400,000 to 499,999",Nevada,128,109,128,92,56478000,4090000
5645,6,2007,"12,000 to 14,999",Nevada,1699,324,533,556,22953000,31000
5646,25,2016,"500,000 to 999,999",Nevada,250,196,250,180,168371000,14087000
5647,23,2008,"300,000 to 399,999",Nevada,223,193,223,197,76846000,5132000
5648,3,2010,"3,000 to 5,999",Nevada,1728,245,315,301,7809000,12000
5649,1,2016,Zero and Deficit,Nevada,1001,372,10,180,-92560000,3000
5650,11,2007,"27,000 to 29,999",Nevada,1431,489,794,600,40793000,288000
5651,7,2006,"15,000 to 17,999",Nevada,1703,348,877,539,28149000,69000
5652,24,2005,"400,000 to 499,999",Nevada,143,121,143,127,63398000,4726000
5653,1,2012,Zero and Deficit,Nevada,1304,509,24,285,-83043000,8000
5654,21,2009,"150,000 to 199,999",Nevada,1061,934,1053,930,181512000,9396000
5655,21,2004,"150,000 to 199,999",Nevada,894,759,891,786,153155000,8290000
5656,18,2007,"80,000 to 89,999",Nevada,1675,1304,1622,1169,141971000,3572000
5657,13,2013,"35,000 to 39,999",Nevada,1910,798,1169,970,71498000,668000
5658,7,2009,"15,000 to 17,999",Nevada,1700,412,791,652,28046000,67000
5659,13,2008,"35,000 to 39,999",Nevada,2007,880,1266,956,75093000,727000
5660,13,2010,"35,000 to 39,999",Nevada,1911,872,1561,913,71688000,832000
5661,25,2007,"500,000 to 999,999",Nevada,203,160,202,150,135485000,10366000
5662,14,2007,"40,000 to 49,999",Nevada,3460,1692,2661,1758,155227000,2085000
5663,19,2014,"90,000 to 99,999",Nevada,1284,977,1269,803,121785000,3475000
5664,24,2008,"400,000 to 499,999",Nevada,109,93,109,94,48600000,3448000
5665,12,2005,"30,000 to 34,999",Nevada,2238,909,1458,1013,72568000,720000
5666,19,2008,"90,000 to 99,999",Nevada,1264,1014,1238,910,119975000,3268000
5667,17,2011,"70,000 to 79,999",Nevada,1776,1300,1711,1036,132888000,2885000
5668,8,2015,"18,000 to 20,999",Nevada,1674,353,830,599,32633000,77000
5669,2,2016,"1 to 2,999",Nevada,1442,208,52,124,2055000,1000
5670,12,2007,"30,000 to 34,999",Nevada,2377,894,1415,1124,77093000,684000
5671,5,2007,"9,000 to 11,999",Nevada,1725,247,284,402,18169000,20000
5672,7,2014,"15,000 to 17,999",Nevada,1714,345,625,615,28233000,47000
5673,6,2013,"12,000 to 14,999",Nevada,1814,335,349,612,24502000,22000
5674,25,2008,"500,000 to 999,999",Nevada,184,145,182,120,119455000,9151000
5675,13,2015,"35,000 to 39,999",Nevada,1943,720,1161,911,72833000,672000
5676,2,2015,"1 to 2,999",Nevada,1449,194,,154,2121000,1000
5677,25,2011,"500,000 to 999,999",Nevada,146,117,144,111,97979000,7421000
5678,9,2004,"21,000 to 23,999",Nevada,1698,528,920,649,38177000,221000
5679,15,2009,"50,000 to 59,999",Nevada,2494,1536,2359,1392,136575000,2432000
5680,20,2007,"100,000 to 149,999",Nevada,3638,3078,3592,2733,437619000,16483000
5681,10,2010,"24,000 to 26,999",Nevada,1425,453,791,614,36274000,231000
5682,16,2006,"60,000 to 69,999",Nevada,2300,1541,2137,1412,149183000,3026000
5683,9,2010,"21,000 to 23,999",Nevada,1509,507,731,666,33873000,153000
5684,13,2005,"35,000 to 39,999",Nevada,1938,924,1361,971,72641000,820000
5685,6,2010,"12,000 to 14,999",Nevada,1787,365,575,641,24149000,35000
5686,1,2009,Zero and Deficit,Nevada,1485,590,42,393,-68627000,21000
5687,7,2008,"15,000 to 17,999",Nevada,1700,357,742,605,28054000,50000
5688,15,2004,"50,000 to 59,999",Nevada,2808,1872,2554,1888,153829000,2673000
5689,25,2013,"500,000 to 999,999",Nevada,183,149,181,143,121790000,10067000
5690,5,2015,"9,000 to 11,999",Nevada,1806,265,209,439,18893000,18000
5691,15,2012,"50,000 to 59,999",Nevada,2587,1506,2175,1432,141752000,2134000
5692,14,2014,"40,000 to 49,999",Nevada,3271,1537,2311,1671,146812000,1740000
5693,2,2010,"1 to 2,999",Nevada,1749,251,78,232,2197000,2000
5694,5,2011,"9,000 to 11,999",Nevada,1737,297,159,538,18229000,14000
5695,12,2010,"30,000 to 34,999",Nevada,2107,860,1472,1058,68287000,625000
5696,9,2009,"21,000 to 23,999",Nevada,1522,518,760,704,34187000,157000
5697,3,2014,"3,000 to 5,999",Nevada,1544,185,299,242,6952000,9000
5698,15,2015,"50,000 to 59,999",Nevada,2771,1422,2332,1388,151999000,2365000
5699,5,2005,"9,000 to 11,999",Nevada,1791,280,379,412,18776000,20000
5700,16,2015,"60,000 to 69,999",Nevada,2165,1314,1991,1189,140262000,2566000
5701,17,2005,"70,000 to 79,999",Nevada,1872,1452,1820,1389,139886000,3388000
5702,12,2013,"30,000 to 34,999",Nevada,2125,788,1138,1110,68887000,488000
5703,23,2014,"300,000 to 399,999",Nevada,339,290,338,246,116462000,7907000
5704,11,2013,"27,000 to 29,999",Nevada,1451,487,752,678,41338000,241000
5705,23,2016,"300,000 to 399,999",Nevada,387,321,387,286,132639000,9053000
5706,13,2014,"35,000 to 39,999",Nevada,1923,753,1191,916,72001000,666000
5707,18,2003,"80,000 to 89,999",Nevada,1382,1168,1362,1157,117204000,3418000
5708,19,2005,"90,000 to 99,999",Nevada,1173,978,1160,923,111217000,3533000
5709,20,2008,"100,000 to 149,999",Nevada,3450,2947,3410,2719,415597000,14806000
5710,22,2015,"200,000 to 299,999",Nevada,1092,911,1085,816,260642000,15410000
5711,16,2005,"60,000 to 69,999",Nevada,2292,1622,2164,1523,148450000,3105000
5712,19,2015,"90,000 to 99,999",Nevada,1362,979,1347,805,129206000,3842000
5713,9,2003,"21,000 to 23,999",Nevada,1677,540,908,708,37763000,230000
5714,8,2003,"18,000 to 20,999",Nevada,1778,539,909,719,34641000,158000
5715,24,2016,"400,000 to 499,999",Nevada,171,148,170,141,75997000,5618000
5716,6,2014,"12,000 to 14,999",Nevada,1748,329,333,578,23586000,18000
5717,5,2004,"9,000 to 11,999",Nevada,1927,333,413,489,20278000,22000
5718,12,2016,"30,000 to 34,999",Nevada,2304,735,1256,1062,74728000,526000
5719,14,2006,"40,000 to 49,999",Nevada,3527,1856,2739,1895,158341000,2123000
5720,14,2016,"40,000 to 49,999",Nevada,3487,1472,2498,1565,155882000,1851000
5721,11,2009,"27,000 to 29,999",Nevada,1421,534,888,623,40528000,305000
5722,5,2003,"9,000 to 11,999",Nevada,1998,345,461,510,20955000,24000
5723,8,2006,"18,000 to 20,999",Nevada,1662,402,854,587,32436000,112000
5724,16,2008,"60,000 to 69,999",Nevada,2213,1479,1999,1342,143491000,2564000
5725,7,2011,"15,000 to 17,999",Nevada,1665,348,664,690,27488000,42000
5726,1,2008,Zero and Deficit,Nevada,1210,495,35,374,-54456000,13000
5727,26,2004,"1,000,000 and over",Nevada,56,48,56,38,131537000,10198000
5728,4,2012,"6,000 to 8,999",Nevada,1597,208,256,358,11965000,16000
5729,25,2009,"500,000 to 999,999",Nevada,119,95,117,99,80961000,5990000
5730,10,2011,"24,000 to 26,999",Nevada,1513,501,755,713,38576000,186000
5731,26,2012,"1,000,000 and over",Nevada,78,62,77,58,183679000,19345000
5732,1,2003,Zero and Deficit,Nevada,753,262,15,194,-10904000,2000
5733,18,2016,"80,000 to 89,999",Nevada,1597,1103,1573,857,135493000,3513000
5734,17,2006,"70,000 to 79,999",Nevada,1935,1457,1846,1368,144591000,3291000
5735,8,2012,"18,000 to 20,999",Nevada,1717,411,811,644,33476000,75000
5736,11,2010,"27,000 to 29,999",Nevada,1386,523,860,615,39490000,294000
5737,2,2006,"1 to 2,999",Nevada,1460,146,184,150,2210000,3000
5738,5,2010,"9,000 to 11,999",Placer,6264,999,1282,2022,65716000,103000
5739,8,2005,"18,000 to 20,999",Placer,5608,1298,3042,2291,109281000,470000
5740,19,2009,"90,000 to 99,999",Placer,5616,4387,5561,5491,532911000,16440000
5741,14,2006,"40,000 to 49,999",Placer,12119,5345,9350,6940,543909000,7957000
5742,7,2014,"15,000 to 17,999",Placer,5922,1001,2441,2228,97699000,187000
5743,25,2014,"500,000 to 999,999",Placer,1228,1049,1221,1436,823784000,68053000
5744,2,2005,"1 to 2,999",Placer,5053,459,610,576,7741000,10000
5745,14,2007,"40,000 to 49,999",Placer,12275,5263,9243,6970,550711000,7777000
5746,21,2005,"150,000 to 199,999",Placer,5382,4810,5365,6152,919874000,46789000
5747,12,2013,"30,000 to 34,999",Placer,7364,2522,4032,4088,239229000,1785000
5748,1,2013,Zero and Deficit,Placer,2958,1234,63,948,-454021000,235000
5749,21,2013,"150,000 to 199,999",Placer,9182,8214,9153,10556,1573945000,77024000
5750,9,2008,"21,000 to 23,999",Placer,5251,1340,2720,2432,118185000,500000
5751,4,2004,"6,000 to 8,999",Placer,5553,579,1516,1031,41574000,74000
5752,8,2008,"18,000 to 20,999",Placer,5632,1253,2883,2409,109686000,310000
5753,20,2004,"100,000 to 149,999",Placer,14371,12819,14310,16340,1727385000,68964000
5754,25,2004,"500,000 to 999,999",Placer,644,548,643,738,430645000,34228000
5755,24,2010,"400,000 to 499,999",Placer,534,484,533,706,236683000,17919000
5756,9,2004,"21,000 to 23,999",Placer,5188,1430,2907,2183,116601000,724000
5757,16,2006,"60,000 to 69,999",Placer,8918,5606,7927,6793,578243000,11173000
5758,25,2013,"500,000 to 999,999",Placer,1054,883,1044,1227,704087000,57940000
5759,8,2013,"18,000 to 20,999",Placer,5526,1167,2694,2364,107688000,275000
5760,20,2005,"100,000 to 149,999",Placer,15436,13561,15328,17365,1863006000,70822000
5761,15,2013,"50,000 to 59,999",Placer,10245,5076,8493,6478,562350000,8886000
5762,17,2014,"70,000 to 79,999",Placer,8059,4931,7717,5828,603445000,13536000
5763,18,2014,"80,000 to 89,999",Placer,7149,4817,6980,5734,607043000,15491000
5764,4,2003,"6,000 to 8,999",Placer,5481,640,1383,1077,41175000,69000
5765,24,2004,"400,000 to 499,999",Placer,483,418,478,527,214819000,16070000
5766,18,2006,"80,000 to 89,999",Placer,6503,4929,6248,6046,551768000,13527000
5767,14,2011,"40,000 to 49,999",Placer,11959,5429,8547,7298,537091000,6593000
5768,15,2012,"50,000 to 59,999",Placer,10239,5119,8486,6718,561620000,8834000
5769,25,2005,"500,000 to 999,999",Placer,829,707,826,899,554479000,43564000
5770,3,2015,"3,000 to 5,999",Placer,5739,507,1520,792,25836000,39000
5771,12,2006,"30,000 to 34,999",Placer,7616,2660,4668,3968,247269000,2444000
5772,11,2007,"27,000 to 29,999",Placer,4938,1437,2742,2350,140540000,1094000
5773,17,2011,"70,000 to 79,999",Placer,7542,4958,7176,5893,564391000,12428000
5774,23,2010,"300,000 to 399,999",Placer,1214,1100,1205,1491,415586000,28741000
