,agic_sortid,taxable_year,agic,county,all_returns,all_joint_returns,all_taxable_returns,dependents_on_returns,adjusted_gross_income,tax_assessed
11777,22,2005,"200,000 to 299,999",Amador,186,159,185,107,44693000,2844000
11778,7,2005,"15,000 to 17,999",Amador,711,194,348,222,11743000,29000
11779,22,2011,"200,000 to 299,999",Amador,194,173,193,120,45534000,2733000
11780,17,2009,"70,000 to 79,999",Amador,702,533,698,446,52552000,1371000
11781,22,2007,"200,000 to 299,999",Amador,211,192,208,151,49915000,2960000
11782,22,2012,"200,000 to 299,999",Amador,220,195,220,130,51899000,3116000
11783,23,2013,"300,000 to 399,999",Amador,55,49,55,38,18855000,1309000
11784,20,2007,"100,000 to 149,999",Amador,1342,1173,1334,1044,159664000,6071000
11785,23,2016,"300,000 to 399,999",Amador,67,62,67,31,23009000,1583000
11786,11,2015,"27,000 to 29,999",Amador,564,194,291,232,16054000,87000
11787,17,2016,"70,000 to 79,999",Amador,754,519,728,473,56428000,1239000
11788,7,2015,"15,000 to 17,999",Amador,634,151,219,181,10428000,14000
11789,9,2005,"21,000 to 23,999",Amador,640,228,330,257,14394000,73000
11790,13,2006,"35,000 to 39,999",Amador,871,385,632,371,32640000,376000
11791,16,2003,"60,000 to 69,999",Amador,970,744,946,768,62885000,1422000
11792,24,2009,"400,000 to 499,999",Amador,11,,11,,4762000,370000
11793,4,2012,"6,000 to 8,999",Amador,543,75,103,111,4093000,5000
11794,12,2012,"30,000 to 34,999",Amador,774,323,426,367,25147000,181000
11795,26,2015,"1,000,000 and over",Amador,16,12,16,,42664000,2288000
11796,24,2011,"400,000 to 499,999",Amador,11,,11,,5014000,378000
11797,6,2014,"12,000 to 14,999",Amador,666,134,142,202,8970000,9000
11798,9,2015,"21,000 to 23,999",Amador,586,164,278,213,13186000,39000
11799,4,2005,"6,000 to 8,999",Amador,563,80,123,105,4219000,6000
11800,1,2013,Zero and Deficit,Amador,383,152,,63,-25239000,31000
11801,19,2010,"90,000 to 99,999",Amador,486,402,485,376,46169000,1530000
11802,3,2014,"3,000 to 5,999",Amador,463,73,73,82,2127000,2000
11803,26,2006,"1,000,000 and over",Amador,,,,,27345000,2060000
11804,1,2003,Zero and Deficit,Amador,209,75,,37,-5733000,0
11805,19,2004,"90,000 to 99,999",Amador,437,391,435,385,41427000,1393000
11806,10,2005,"24,000 to 26,999",Amador,607,233,311,235,15464000,97000
11807,7,2010,"15,000 to 17,999",Amador,646,165,287,232,10654000,28000
11808,13,2008,"35,000 to 39,999",Amador,830,378,552,383,31075000,304000
11809,22,2004,"200,000 to 299,999",Amador,133,116,133,80,32005000,2048000
11810,24,2005,"400,000 to 499,999",Amador,,,25,16,11233000,837000
11811,3,2003,"3,000 to 5,999",Amador,566,77,180,78,2579000,3000
11812,9,2008,"21,000 to 23,999",Amador,617,223,290,237,13892000,51000
11813,9,2007,"21,000 to 23,999",Amador,646,207,342,260,14521000,67000
11814,18,2009,"80,000 to 89,999",Amador,576,458,569,423,48965000,1442000
11815,21,2012,"150,000 to 199,999",Amador,392,352,391,285,67105000,3475000
11816,5,2005,"9,000 to 11,999",Amador,640,108,138,144,6762000,7000
11817,15,2013,"50,000 to 59,999",Amador,986,593,868,517,54120000,817000
11818,21,2013,"150,000 to 199,999",Amador,431,373,430,306,73607000,3768000
11819,3,2010,"3,000 to 5,999",Amador,501,83,100,64,2262000,3000
11820,24,2004,"400,000 to 499,999",Amador,28,28,28,17,12444000,921000
11821,5,2015,"9,000 to 11,999",Amador,627,115,60,153,6594000,4000
11822,16,2007,"60,000 to 69,999",Amador,936,658,886,527,60736000,1196000
11823,4,2013,"6,000 to 8,999",Amador,557,104,77,116,4179000,3000
11824,16,2015,"60,000 to 69,999",Amador,903,590,833,554,58488000,1054000
11825,4,2014,"6,000 to 8,999",Amador,533,79,89,116,3999000,3000
11826,21,2015,"150,000 to 199,999",Amador,518,458,517,361,88684000,4567000
11827,14,2012,"40,000 to 49,999",Amador,1262,693,926,703,56610000,619000
11828,11,2004,"27,000 to 29,999",Amador,619,261,358,271,17632000,141000
11829,12,2015,"30,000 to 34,999",Amador,855,321,466,353,27694000,193000
11830,15,2016,"50,000 to 59,999",Amador,1098,584,943,550,60180000,891000
11831,20,2009,"100,000 to 149,999",Amador,1176,1038,1172,950,141052000,5708000
11832,18,2012,"80,000 to 89,999",Amador,554,442,537,370,46989000,1186000
11833,9,2016,"21,000 to 23,999",Amador,609,174,298,222,13691000,40000
11834,12,2004,"30,000 to 34,999",Amador,890,390,605,381,28762000,281000
11835,4,2007,"6,000 to 8,999",Amador,629,86,133,109,4716000,9000
11836,26,2010,"1,000,000 and over",Amador,13,,12,,33204000,1959000
11837,10,2008,"24,000 to 26,999",Amador,580,196,301,236,14775000,74000
11838,17,2013,"70,000 to 79,999",Amador,698,506,682,423,52179000,1176000
11839,2,2015,"1 to 2,999",Amador,432,93,,70,628000,0
11840,15,2010,"50,000 to 59,999",Amador,1041,676,1015,556,57080000,1041000
11841,12,2010,"30,000 to 34,999",Amador,853,357,621,451,27736000,253000
11842,4,2016,"6,000 to 8,999",Amador,529,103,96,82,3977000,3000
11843,3,2009,"3,000 to 5,999",Amador,554,91,92,110,2501000,2000
11844,21,2007,"150,000 to 199,999",Amador,402,347,400,314,68714000,3507000
11845,2,2007,"1 to 2,999",Amador,538,75,37,82,719000,0
11846,23,2015,"300,000 to 399,999",Amador,81,75,81,44,28212000,1931000
11847,8,2016,"18,000 to 20,999",Amador,645,166,294,183,12582000,27000
11848,9,2004,"21,000 to 23,999",Amador,684,271,335,240,15383000,80000
11849,7,2003,"15,000 to 17,999",Amador,678,210,337,216,11180000,34000
11850,26,2003,"1,000,000 and over",Amador,,,,,5824000,534000
11851,22,2003,"200,000 to 299,999",Amador,118,105,116,100,27804000,1740000
11852,8,2006,"18,000 to 20,999",Amador,643,187,334,174,12528000,42000
11853,2,2008,"1 to 2,999",Amador,505,81,25,66,661000,0
11854,13,2007,"35,000 to 39,999",Amador,874,394,602,413,32770000,347000
11855,19,2008,"90,000 to 99,999",Amador,540,451,536,399,51236000,1422000
11856,23,2012,"300,000 to 399,999",Amador,56,51,56,36,19016000,1291000
11857,6,2003,"12,000 to 14,999",Amador,706,156,268,184,9495000,17000
11858,5,2014,"9,000 to 11,999",Amador,582,100,58,139,6120000,4000
11859,9,2014,"21,000 to 23,999",Amador,608,201,270,257,13685000,37000
11860,21,2006,"150,000 to 199,999",Amador,348,311,346,258,59517000,3082000
11861,26,2007,"100,000 and over",Amador,14,,,,25752000,2163000
11862,10,2013,"24,000 to 26,999",Amador,564,202,289,199,14377000,69000
11863,2,2005,"1 to 2,999",Amador,484,84,29,57,672000,0
11864,16,2014,"60,000 to 69,999",Amador,843,560,794,445,54743000,1032000
11865,12,2005,"30,000 to 34,999",Amador,926,406,612,416,30015000,291000
11866,2,2013,"1 to 2,999",Amador,522,106,,100,639000,0
11867,17,2015,"70,000 to 79,999",Amador,715,497,697,394,53482000,1225000
11868,24,2015,"400,000 to 499,999",Amador,34,25,33,13,15271000,1164000
11869,21,2014,"150,000 to 199,999",Amador,466,414,466,326,79887000,4058000
11870,22,2010,"200,000 to 299,999",Amador,176,165,174,120,41500000,2534000
11871,7,2007,"15,000 to 17,999",Amador,680,156,297,210,11233000,23000
11872,10,2014,"24,000 to 26,999",Amador,591,210,281,232,15031000,63000
11873,19,2007,"90,000 to 99,999",Colusa,165,133,163,151,15599000,460000
11874,15,2004,"50,000 to 59,999",Colusa,467,361,420,576,25591000,401000
11875,24,2008,"400,000 to 499,999",Colusa,20,18,20,,9077000,707000
11876,19,2005,"90,000 to 99,999",Colusa,121,99,121,113,11469000,394000
11877,8,2008,"18,000 to 20,999",Colusa,466,148,125,657,9080000,15000
11878,11,2015,"27,000 to 29,999",Colusa,382,122,154,435,10885000,53000
11879,23,2008,"300,000 to 399,999",Colusa,44,37,44,33,15032000,1085000
11880,13,2009,"35,000 to 39,999",Colusa,506,272,367,856,18995000,180000
11881,8,2012,"18,000 to 20,999",Colusa,449,143,150,541,8755000,18000
11882,18,2008,"80,000 to 89,999",Colusa,211,177,207,228,17805000,415000
11883,5,2003,"9,000 to 11,999",Colusa,483,122,105,338,5065000,4000
11884,11,2008,"27,000 to 29,999",Colusa,481,199,152,792,13695000,53000
11885,26,2014,"1,000,000 and over",Colusa,35,27,35,17,122855000,14768000
11886,22,2006,"200,000 to 299,999",Colusa,64,49,64,62,15324000,988000
11887,25,2008,"500,000 to 999,999",Colusa,36,29,36,21,23829000,1890000
11888,13,2006,"35,000 to 39,999",Colusa,478,283,222,634,17861000,136000
11889,18,2013,"80,000 to 89,999",Colusa,225,183,223,265,19145000,469000
11890,20,2008,"100,000 to 149,999",Colusa,406,335,403,412,48415000,1877000
11891,17,2015,"70,000 to 79,999",Colusa,356,257,324,553,26525000,493000
11892,21,2015,"150,000 to 199,999",Colusa,172,140,172,147,29654000,1611000
11893,5,2007,"9,000 to 11,999",Colusa,448,78,72,360,4717000,5000
11894,7,2008,"15,000 to 17,999",Colusa,450,145,146,536,7430000,11000
11895,12,2012,"30,000 to 34,999",Colusa,677,317,200,1187,21926000,87000
11896,18,2016,"80,000 to 89,999",Colusa,243,200,235,369,20532000,415000
11897,24,2015,"400,000 to 499,999",Colusa,39,30,39,26,17071000,1366000
11898,24,2013,"400,000 to 499,999",Colusa,11,11,11,,4969000,391000
11899,10,2014,"24,000 to 26,999",Colusa,426,145,136,519,10891000,37000
11900,6,2004,"12,000 to 14,999",Colusa,496,136,161,431,6717000,10000
11901,23,2004,"300,000 to 399,999",Colusa,21,19,20,16,7249000,525000
11902,25,2009,"500,000 to 999,999",Colusa,48,42,48,49,31750000,2711000
11903,13,2016,"35,000 to 39,999",Colusa,632,248,248,937,23694000,145000
11904,15,2006,"50,000 to 59,999",Colusa,482,352,378,617,26385000,346000
11905,14,2008,"40,000 to 49,999",Colusa,819,512,421,1274,36523000,313000
11906,23,2014,"300,000 to 399,999",Colusa,60,45,60,54,20492000,1477000
11907,14,2016,"40,000 to 49,999",Colusa,1049,499,515,1688,46926000,383000
11908,22,2008,"200,000 to 299,999",Colusa,126,100,126,112,30542000,2017000
11909,5,2015,"9,000 to 11,999",Colusa,432,58,68,253,4564000,4000
11910,21,2003,"150,000 to 199,999",Colusa,77,57,77,68,13080000,798000
11911,14,2015,"40,000 to 49,999",Colusa,964,517,449,1619,42965000,320000
11912,10,2015,"24,000 to 26,999",Colusa,400,104,151,423,10238000,38000
11913,14,2009,"40,000 to 49,999",Colusa,719,465,621,1199,32047000,379000
11914,17,2013,"70,000 to 79,999",Colusa,283,214,271,350,21146000,426000
11915,22,2012,"200,000 to 299,999",Colusa,113,87,113,86,27255000,1783000
11916,11,2014,"27,000 to 29,999",Colusa,442,158,136,648,12590000,46000
11917,23,2010,"300,000 to 399,999",Colusa,41,32,41,35,13653000,1055000
11918,22,2011,"200,000 to 299,999",Colusa,117,92,116,89,28048000,1830000
11919,6,2006,"12,000 to 14,999",Colusa,502,129,145,527,6808000,10000
11920,10,2008,"24,000 to 26,999",Colusa,529,178,165,845,13496000,46000
11921,1,2015,Zero and Deficit,Colusa,126,47,,58,-15161000,0
11922,16,2003,"60,000 to 69,999",Colusa,314,257,307,345,20385000,462000
11923,9,2016,"21,000 to 23,999",Colusa,405,105,154,369,9121000,23000
11924,8,2006,"18,000 to 20,999",Colusa,527,207,159,673,10289000,23000
11925,3,2005,"3,000 to 5,999",Colusa,401,52,122,155,1826000,2000
11926,1,2008,Zero and Deficit,Colusa,121,43,,41,-8285000,1000
11927,24,2009,"400,000 to 499,999",Colusa,26,19,26,,11244000,940000
11928,21,2008,"150,000 to 199,999",Colusa,140,120,138,127,23897000,1251000
11929,4,2012,"6,000 to 8,999",Colusa,469,71,90,260,3542000,3000
11930,4,2010,"6,000 to 8,999",Colusa,463,72,74,266,3447000,4000
11931,6,2012,"12,000 to 14,999",Colusa,494,110,106,436,6688000,7000
11932,8,2004,"18,000 to 20,999",Colusa,483,177,168,538,9399000,28000
11933,19,2016,"90,000 to 99,999",Colusa,188,145,183,227,17837000,485000
11934,10,2010,"24,000 to 26,999",Colusa,479,178,179,846,12215000,47000
11935,1,2013,Zero and Deficit,Colusa,128,52,,41,-16540000,2000
11936,4,2007,"6,000 to 8,999",Colusa,425,64,82,236,3191000,3000
11937,10,2006,"24,000 to 26,999",Colusa,483,210,178,615,12303000,56000
11938,16,2009,"60,000 to 69,999",Colusa,368,267,363,425,23918000,521000
11939,5,2013,"9,000 to 11,999",Colusa,446,57,60,286,4665000,6000
11940,17,2016,"70,000 to 79,999",Colusa,370,277,330,558,27609000,474000
11941,25,2015,"500,000 to 999,999",Colusa,61,47,61,48,40182000,3544000
11942,18,2014,"80,000 to 89,999",Colusa,209,176,204,274,17750000,398000
11943,12,2007,"30,000 to 34,999",Colusa,579,283,240,849,18769000,113000
11944,7,2005,"15,000 to 17,999",Colusa,474,193,150,555,7862000,13000
11945,26,2007,"1,000,000 and over",Colusa,,,,,15682000,1490000
11946,26,2004,"1,000,000 and over",Colusa,,,,,10053000,858000
11947,2,2009,"1 to 2,999",Colusa,314,53,,95,429000,0
11948,1,2006,Zero and Deficit,Colusa,157,73,0,73,-7607000,0
11949,23,2006,"300,000 to 399,999",Colusa,22,19,22,17,7366000,525000
11950,3,2016,"3,000 to 5,999",Colusa,310,28,94,63,1422000,3000
11951,5,2012,"9,000 to 11,999",Colusa,477,76,56,349,4998000,5000
11952,2,2007,"1 to 2,999",Colusa,305,52,23,83,415000,2000
11953,4,2014,"6,000 to 8,999",Colusa,429,44,101,170,3229000,4000
11954,16,2007,"60,000 to 69,999",Colusa,379,283,327,459,24455000,427000
11955,13,2010,"35,000 to 39,999",Colusa,508,278,334,923,18994000,155000
11956,11,2013,"27,000 to 29,999",Colusa,410,144,138,627,11691000,46000
11957,11,2011,"27,000 to 29,999",Colusa,463,177,125,883,13207000,44000
11958,1,2004,Zero and Deficit,Colusa,165,60,,75,-9169000,0
11959,8,2010,"18,000 to 20,999",Colusa,531,163,171,706,10371000,26000
11960,6,2009,"12,000 to 14,999",Colusa,497,138,123,550,6688000,7000
11961,25,2004,"500,000 to 999,999",Colusa,16,14,15,,10407000,727000
11962,22,2013,"200,000 to 299,999",Colusa,106,80,104,80,25613000,1633000
11963,18,2004,"80,000 to 89,999",Colusa,164,134,162,167,13894000,443000
11964,22,2014,"200,000 to 299,999",Colusa,108,86,106,82,25777000,1642000
11965,10,2004,"24,000 to 26,999",Colusa,438,199,157,571,11128000,52000
11966,2,2013,"1 to 2,999",Colusa,251,37,,67,381000,0
11967,13,2008,"35,000 to 39,999",Colusa,476,263,199,752,17812000,123000
11968,25,2014,"500,000 to 999,999",Colusa,67,53,67,51,44777000,3933000
11969,18,2006,"80,000 to 89,999",Colusa,196,162,193,212,16603000,444000
11970,15,2007,"50,000 to 59,999",Colusa,540,378,409,719,29524000,369000
11971,17,2008,"70,000 to 79,999",Colusa,309,242,294,358,23181000,472000
11972,4,2016,"6,000 to 8,999",Colusa,422,52,130,144,3178000,6000
11973,9,2003,"21,000 to 23,999",Colusa,468,192,192,504,10528000,51000
11974,2,2012,"1 to 2,999",Colusa,276,27,,74,409000,0
11975,2,2003,"1 to 2,999",Colusa,322,39,14,82,500000,0
11976,21,2005,"150,000 to 199,999",Colusa,91,74,91,67,15644000,940000
11977,19,2009,"90,000 to 99,999",Colusa,157,130,157,171,14891000,506000
11978,18,2007,"80,000 to 89,999",Colusa,227,188,221,222,19257000,489000
11979,25,2005,"500,000 to 999,999",Colusa,23,20,23,19,15613000,1349000
11980,2,2016,"1 to 2,999",Colusa,240,32,,46,394000,0
11981,3,2010,"3,000 to 5,999",Colusa,368,46,77,154,1684000,2000
11982,16,2005,"60,000 to 69,999",Colusa,338,267,323,396,21838000,436000
11983,17,2003,"70,000 to 79,999",Colusa,225,191,222,219,16829000,475000
11984,22,2009,"200,000 to 299,999",Colusa,115,95,113,113,28331000,1916000
11985,20,2012,"100,000 to 149,999",Colusa,412,334,409,400,49586000,2006000
11986,21,2004,"150,000 to 199,999",Colusa,81,69,81,75,13917000,852000
11987,20,2006,"100,000 to 149,999",Colusa,370,301,368,330,43803000,1843000
11988,21,2006,"150,000 to 199,999",Colusa,92,79,91,81,15720000,873000
11989,19,2010,"90,000 to 99,999",Colusa,168,144,168,188,15917000,546000
11990,20,2014,"100,000 and over",Colusa,470,388,470,444,56562000,2275000
11991,6,2011,"12,000 to 14,999",Colusa,521,114,119,476,7034000,5000
11992,26,2012,"1,000,000 and over",Colusa,19,12,19,13,67570000,8247000
11993,14,2003,"40,000 to 49,999",Colusa,570,379,429,728,25424000,321000
11994,14,2005,"40,000 to 49,999",Colusa,653,422,440,812,29103000,322000
11995,22,2003,"200,000 to 299,999",Colusa,40,34,39,43,9649000,636000
11996,19,2012,"90,000 to 99,999",Colusa,172,147,171,190,16220000,458000
11997,21,2011,"150,000 to 199,999",Colusa,156,123,155,129,26769000,1485000
11998,14,2010,"40,000 to 49,999",Colusa,724,465,627,1220,32339000,358000
11999,15,2016,"50,000 to 59,999",Colusa,693,437,417,1185,37875000,369000
12000,1,2011,Zero and Deficit,Colusa,158,55,,49,-18684000,0
12001,24,2007,"400,000 to 499,999",Colusa,,,21,16,9444000,726000
12002,20,2015,"100,000 to 149,999",Colusa,509,411,504,498,61162000,2355000
12003,20,2013,"100,000 to 149,999",Colusa,441,356,432,430,52498000,2048000
12004,7,2016,"15,000 to 17,999",Colusa,447,96,137,360,7376000,9000
12005,22,2007,"200,000 to 299,999",Colusa,94,80,94,85,22490000,1463000
12006,2,2014,"1 to 2,999",Colusa,230,28,,59,337000,0
12007,21,2016,"150,000 to 199,999",Colusa,162,133,162,94,27814000,1481000
12008,23,2011,"300,000 to 399,999",Colusa,43,37,43,39,14759000,1057000
12009,14,2011,"40,000 to 49,999",Colusa,754,457,365,1272,33723000,272000
12010,11,2006,"27,000 to 29,999",Colusa,393,172,148,541,11183000,58000
12011,12,2008,"30,000 to 34,999",Colusa,646,294,222,1069,20975000,100000
12012,26,2010,"1,000,000 and over",Colusa,12,11,12,13,32135000,3178000
12013,18,2012,"80,000 to 89,999",Colusa,198,163,195,251,16791000,398000
12014,14,2006,"40,000 to 49,999",Colusa,691,441,416,904,30808000,302000
12015,12,2009,"30,000 to 34,999",Colusa,628,295,358,1153,20308000,139000
12016,1,2003,Zero and Deficit,Colusa,109,35,,42,-2299000,0
12017,15,2009,"50,000 to 59,999",Colusa,498,341,480,705,27206000,471000
12018,8,2005,"18,000 to 20,999",Colusa,528,192,173,620,10283000,29000
12019,26,2003,"1,000,000 and over",Colusa,,,,,3088000,222000
12020,23,2012,"300,000 to 399,999",Colusa,59,49,59,46,20007000,1469000
12021,21,2007,"150,000 to 199,999",Colusa,111,87,111,97,18940000,1051000
12022,14,2007,"40,000 to 49,999",Colusa,775,511,439,1076,34787000,326000
12023,15,2011,"50,000 to 59,999",Colusa,491,328,325,791,26767000,304000
12024,5,2008,"9,000 to 11,999",Colusa,414,93,51,353,4341000,4000
12025,13,2014,"35,000 to 39,999",Colusa,568,264,218,921,21308000,129000
12026,10,2016,"24,000 to 26,999",Colusa,387,119,156,351,9868000,36000
12027,19,2013,"90,000 to 99,999",Colusa,165,143,165,195,15662000,436000
12028,3,2013,"3,000 to 5,999",Colusa,358,41,77,95,1619000,2000
12029,18,2005,"80,000 to 89,999",Colusa,208,164,206,224,17606000,520000
12030,20,2009,"100,000 to 149,999",Colusa,357,293,355,323,42837000,1906000
12031,13,2004,"35,000 to 39,999",Colusa,450,263,269,522,16801000,155000
12032,9,2004,"21,000 to 23,999",Colusa,506,212,192,576,11369000,46000
12033,9,2011,"21,000 to 23,999",Colusa,434,147,120,625,9758000,22000
12034,26,2005,"1,000,000 and over",Colusa,10,,,,21660000,2070000
12035,20,2004,"100,000 to 149,999",Colusa,261,225,260,253,31187000,1433000
12036,4,2005,"6,000 to 8,999",Colusa,455,84,79,274,3401000,5000
12037,2,2005,"1 to 2,999",Colusa,311,33,17,89,462000,0
12038,7,2014,"15,000 to 17,999",Colusa,497,111,174,426,8212000,13000
12039,12,2014,"30,000 to 34,999",Colusa,680,280,216,1091,22045000,95000
12040,7,2010,"15,000 to 17,999",Colusa,453,153,142,611,7469000,16000
12041,25,2011,"500,000 to 999,999",Colusa,42,39,42,36,28038000,2345000
12042,8,2014,"18,000 to 20,999",Colusa,432,99,169,480,8440000,16000
12043,15,2008,"50,000 to 59,999",Colusa,526,353,374,681,28742000,361000
12044,15,2013,"50,000 to 59,999",Colusa,543,365,348,938,29694000,309000
12045,12,2015,"30,000 to 34,999",Colusa,652,236,236,928,21152000,105000
12046,21,2010,"150,000 to 199,999",Colusa,126,102,126,96,21698000,1284000
12047,16,2014,"60,000 to 69,999",Colusa,434,295,338,651,28123000,430000
12048,24,2012,"400,000 to 499,999",Colusa,19,18,19,12,8443000,656000
12049,2,2008,"1 to 2,999",Colusa,272,34,,60,369000,0
12050,10,2007,"24,000 to 26,999",Colusa,493,198,154,727,12522000,47000
12051,10,2011,"24,000 to 26,999",Colusa,520,206,148,868,13257000,39000
12052,3,2006,"3,000 to 5,999",Colusa,399,50,127,121,1829000,2000
12053,4,2004,"6,000 to 8,999",Colusa,477,87,80,253,3592000,3000
12054,25,2007,"500,000 to 999,999",Colusa,26,23,26,19,17993000,1463000
12055,24,2011,"400,000 to 499,999",Colusa,31,25,31,,13673000,1063000
12056,11,2007,"27,000 to 29,999",Colusa,446,202,143,703,12699000,52000
12057,14,2004,"40,000 to 49,999",Colusa,661,420,474,781,29458000,365000
12058,17,2006,"70,000 to 79,999",Colusa,281,229,271,319,21013000,453000
12059,12,2010,"30,000 to 34,999",Colusa,628,313,338,1113,20363000,134000
12060,9,2006,"21,000 to 23,999",Colusa,495,168,168,681,11134000,38000
12061,13,2011,"35,000 to 39,999",Colusa,518,281,216,901,19402000,122000
12062,14,2012,"40,000 to 49,999",Colusa,748,456,342,1289,33319000,254000
12063,15,2015,"50,000 to 59,999",Colusa,656,406,398,1131,35858000,366000
12064,8,2007,"18,000 to 20,999",Colusa,547,187,185,680,10666000,25000
12065,5,2010,"9,000 to 11,999",Colusa,490,92,70,441,5134000,4000
12066,13,2007,"35,000 to 39,999",Colusa,500,248,254,644,18695000,156000
12067,9,2014,"21,000 to 23,999",Colusa,399,124,131,454,8946000,23000
12068,19,2015,"90,000 to 99,999",Colusa,186,155,185,247,17634000,473000
12069,4,2013,"6,000 to 8,999",Colusa,429,54,94,215,3249000,3000
12070,2,2004,"1 to 2,999",Colusa,308,44,15,83,466000,0
12071,11,2003,"27,000 to 29,999",Colusa,349,196,136,442,9932000,56000
12072,12,2016,"30,000 to 34,999",Colusa,696,241,251,909,22640000,112000
12073,15,2014,"50,000 to 59,999",Colusa,600,392,377,1013,32823000,342000
12074,3,2014,"3,000 to 5,999",Colusa,327,31,67,96,1473000,1000
12075,1,2005,Zero and Deficit,Colusa,157,67,,83,-8322000,3000
12076,23,2007,"300,000 to 399,999",Colusa,23,18,23,,7895000,585000
12077,23,2009,"300,000 to 399,999",Colusa,53,39,53,34,18245000,1434000
12078,3,2011,"3,000 to 5,999",Colusa,391,46,94,149,1771000,2000
12079,6,2015,"12,000 to 14,999",Colusa,465,90,99,304,6259000,6000
12080,4,2008,"6,000 to 8,999",Colusa,450,59,72,263,3410000,3000
12081,5,2016,"9,000 to 11,999",Colusa,478,62,77,211,5031000,5000
12082,9,2012,"21,000 to 23,999",Colusa,447,152,125,635,10068000,22000
12083,9,2005,"21,000 to 23,999",Colusa,462,191,155,570,10371000,37000
12084,17,2011,"70,000 to 79,999",Colusa,277,221,257,370,20622000,401000
12085,13,2012,"35,000 to 39,999",Colusa,544,270,226,912,20352000,138000
12086,17,2014,"70,000 to 79,999",Colusa,292,212,256,406,21740000,423000
12087,11,2004,"27,000 to 29,999",Colusa,381,202,152,508,10865000,62000
12088,7,2004,"15,000 to 17,999",Colusa,474,164,172,481,7835000,18000
12089,8,2011,"18,000 to 20,999",Colusa,482,161,124,667,9402000,13000
12090,12,2006,"30,000 to 34,999",Colusa,581,309,244,809,18851000,116000
12091,16,2008,"60,000 to 69,999",Colusa,395,301,326,557,25516000,386000
12092,19,2004,"90,000 to 99,999",Colusa,124,107,124,118,11729000,422000
12093,10,2013,"24,000 to 26,999",Colusa,455,168,147,607,11612000,37000
12094,16,2016,"60,000 to 69,999",Colusa,526,353,397,854,34227000,484000
12095,10,2012,"24,000 to 26,999",Colusa,453,182,126,696,11521000,33000
12096,15,2003,"50,000 to 59,999",Colusa,417,303,391,428,22854000,430000
12097,26,2015,"1,000,000 and over",Colusa,33,25,32,23,136081000,16150000
12098,4,2015,"6,000 to 8,999",Colusa,393,44,110,145,2933000,5000
12099,26,2008,"1,000,000 and over",Colusa,18,18,18,17,32178000,2966000
12100,25,2016,"500,000 to 999,999",Colusa,54,44,53,45,35710000,3009000
12101,7,2015,"15,000 to 17,999",Colusa,444,94,150,393,7331000,9000
12102,4,2003,"6,000 to 8,999",Colusa,534,98,93,292,4054000,4000
12103,6,2005,"12,000 to 14,999",Colusa,513,145,129,521,6921000,8000
12104,26,2011,"1,000,000 and over",Colusa,15,12,15,,36445000,3497000
12105,12,2003,"30,000 to 34,999",Colusa,513,295,250,637,16623000,126000
12106,11,2010,"27,000 to 29,999",Colusa,456,190,205,817,12966000,60000
12107,20,2007,"100,000 to 149,999",Colusa,392,326,392,387,46945000,1909000
12108,24,2010,"400,000 to 499,999",Colusa,23,18,23,18,10112000,785000
12109,13,2013,"35,000 to 39,999",Colusa,572,285,203,1039,21383000,113000
12110,6,2010,"12,000 to 14,999",Colusa,471,111,115,497,6333000,8000
12111,16,2012,"60,000 to 69,999",Colusa,349,241,285,539,22602000,356000
12112,25,2006,"500,000 to 999,999",Colusa,26,22,26,20,18294000,1532000
12113,7,2012,"15,000 to 17,999",Colusa,473,126,144,506,7788000,12000
12114,7,2003,"15,000 to 17,999",Colusa,496,154,176,492,8177000,20000
12115,3,2003,"3,000 to 5,999",Colusa,453,61,127,167,2057000,2000
12116,5,2004,"9,000 to 11,999",Colusa,492,105,103,346,5201000,4000
12117,18,2003,"80,000 to 89,999",Colusa,145,126,145,160,12284000,395000
12118,20,2010,"100,000 to 149,999",Colusa,371,295,367,324,44751000,1991000
12119,24,2005,"400,000 to 499,999",Colusa,15,,15,,6650000,544000
12120,5,2005,"9,000 to 11,999",Colusa,503,107,103,386,5285000,5000
12121,7,2007,"15,000 to 17,999",Colusa,511,168,156,672,8442000,13000
12122,16,2010,"60,000 to 69,999",Colusa,346,243,340,455,22365000,484000
12123,4,2006,"6,000 to 8,999",Colusa,458,83,96,278,3467000,4000
12124,19,2011,"90,000 to 99,999",Colusa,157,137,154,191,14854000,401000
12125,7,2006,"15,000 to 17,999",Colusa,491,173,160,638,8123000,13000
12126,16,2013,"60,000 to 69,999",Colusa,411,292,325,647,26595000,396000
12127,16,2011,"60,000 to 69,999",Colusa,371,264,316,500,24024000,373000
12128,1,2009,Zero and Deficit,Colusa,150,53,,52,-12676000,2000
12129,18,2015,"80,000 to 89,999",Colusa,243,194,238,350,20613000,469000
12130,17,2005,"70,000 to 79,999",Colusa,267,227,260,291,20000000,480000
12131,9,2008,"21,000 to 23,999",Colusa,527,184,147,799,11900000,29000
12132,25,2013,"500,000 to 999,999",Colusa,36,29,36,30,24119000,2116000
12133,24,2004,"400,000 to 499,999",Colusa,,,,14,4334000,325000
12134,25,2010,"500,000 to 999,999",Colusa,40,33,40,29,27084000,2366000
12135,12,2005,"30,000 to 34,999",Colusa,582,312,243,776,18827000,114000
12136,19,2014,"90,000 to 99,999",Colusa,174,149,171,206,16490000,448000
